Date,Last Price,Volume
1/28/25 10:30,56.19,51745
1/28/25 10:45,56.98,36675
1/28/25 11:00,56.75,47402
1/28/25 11:15,56.42,14637
1/28/25 11:30,56.465,13910
1/28/25 11:45,56.75,12914
1/28/25 12:00,56.88,10513
1/28/25 12:15,56.925,15347
1/28/25 12:30,56.935,16585
1/28/25 12:45,56.815,11442
1/28/25 13:00,57.0715,91873
1/28/25 13:15,57.315,20664
1/28/25 13:30,57.015,17575
1/28/25 13:45,57.08,7230
1/28/25 14:00,56.87,48180
1/28/25 14:15,56.7957,25342
1/28/25 14:30,57.235,12776
1/28/25 14:45,57.16,14191
1/28/25 15:00,57.165,22138
1/28/25 15:15,57.13,18245
1/28/25 15:30,56.94,50224
1/28/25 15:45,57.17,113127
1/29/25 9:30,57.43,96218
1/29/25 9:45,57.4294,11718
1/29/25 10:00,57.44,22436
1/29/25 10:15,57.13,28443
1/29/25 10:30,57.07,12315
1/29/25 10:45,57.08,22663
1/29/25 11:00,57.04,12925
1/29/25 11:15,57.395,25840
1/29/25 11:30,57.255,13289
1/29/25 11:45,57.52,20897
1/29/25 12:00,57.6871,17256
1/29/25 12:15,57.845,17384
1/29/25 12:30,58.04,25764
1/29/25 12:45,58.025,20125
1/29/25 13:00,57.92,27545
1/29/25 13:15,57.89,16008
1/29/25 13:30,57.91,28619
1/29/25 13:45,57.92,27627
1/29/25 14:00,57.65,72507
1/29/25 14:15,57.825,35927
1/29/25 14:30,58.11,20701
1/29/25 14:45,57.96,28191
1/29/25 15:00,57.88,36000
1/29/25 15:15,58.1,41598
1/29/25 15:30,57.78,45635
1/29/25 15:45,57.67,182978
1/30/25 9:30,58.755,43101
1/30/25 9:45,59.1,34099
1/30/25 10:00,59.16,106802
1/30/25 10:15,59,20178
1/30/25 10:30,59.27,11807
1/30/25 10:45,58.89,43652
1/30/25 11:00,59.05,28508
1/30/25 11:15,59.1487,10103
1/30/25 11:30,59.29,60675
1/30/25 11:45,59.485,52920
1/30/25 12:00,59.64,35673
1/30/25 12:15,59.38,17569
1/30/25 12:30,59.675,17997
1/30/25 12:45,59.59,17586
1/30/25 13:00,59.48,13569
1/30/25 13:15,59.33,24132
1/30/25 13:30,59.475,12437
1/30/25 13:45,59.5,11376
1/30/25 14:00,59.72,15884
1/30/25 14:15,59.655,17685
1/30/25 14:30,59.64,11491
1/30/25 14:45,59.53,13133
1/30/25 15:00,59.29,63601
1/30/25 15:15,59.39,52191
1/30/25 15:30,58.81,72900
1/30/25 15:45,58.97,187901
1/31/25 9:30,59.45,68965
1/31/25 9:45,59.43,24333
1/31/25 10:00,59.39,28254
1/31/25 10:15,59.71,51055
1/31/25 10:30,59.63,23048
1/31/25 10:45,59.64,37301
1/31/25 11:00,59.735,28519
1/31/25 11:15,59.6122,11565
1/31/25 11:30,59.475,19314
1/31/25 11:45,59.595,16773
1/31/25 12:00,59.57,28915
1/31/25 12:15,59.78,21190
1/31/25 12:30,59.76,51802
1/31/25 12:45,59.8,32132
1/31/25 13:00,59.82,21104
1/31/25 13:15,59.78,74317
1/31/25 13:30,59.6,68991
1/31/25 13:45,59.635,29886
1/31/25 14:00,59.77,64093
1/31/25 14:15,59.74,80075
1/31/25 14:30,59.565,56966
1/31/25 14:45,59.455,71526
1/31/25 15:00,59.13,89769
1/31/25 15:15,59.105,45028
1/31/25 15:30,59.285,48335
1/31/25 15:45,59.11,301567
